dhis2_facility_uid,dhis2_facility_name,dhis2_subcounty_uid,dhis2_subcounty_name,dhis2_district_uid,dhis2_district_name,dhis2_region
DaiPxJIaBmu,Doctors Clinic Bweyogerere,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,South Central
BL7K7k0SrYh,Doctors Hospital Seguku Hospital,WcTXblqtAB7,Ndejje Division,aIahLLmtvgT,Wakiso District,South Central
g6Cf1H8Zde6,Doctors Medical Centre HC III,UjUroihV9AC,Wakiso Subcounty,aIahLLmtvgT,Wakiso District,South Central
qTl2xmFM8UH,"Doctors Medical Clinic, Katooke HC II",Qplf7b6Ktzu,Nabweru Division,aIahLLmtvgT,Wakiso District,South Central
QRueM6gGW4K,Ebenezer Community HC II,MmY9teDWcvb,Massajja Division,aIahLLmtvgT,Wakiso District,South Central
fxKzkGxfExA,Ebenezer Medical Centre HC III,z9UtbSArut7,Kyengera Town Council,aIahLLmtvgT,Wakiso District,South Central
INtBz7pqEwk,Eco Care Clinic HC II,h7rS7d8M2jI,Nansana Division,aIahLLmtvgT,Wakiso District,South Central
IIkWcbUmyhI,Elgon Medical Clinic,WcTXblqtAB7,Ndejje Division,aIahLLmtvgT,Wakiso District,South Central
Dozu1wjAPlF,Emmanuel Clinic (Nangabo) HC II,oyIJV2TSFLe,Kasangati Town Council,aIahLLmtvgT,Wakiso District,South Central
nvrta4xHyuQ,Emmanuel Medical Centre HC IV,RTxq0C3ff1y,Entebbe Division A,aIahLLmtvgT,Wakiso District,South Central
fUZtHlNKJR6,Entebbe General Clinic HC II,RTxq0C3ff1y,Entebbe Division A,aIahLLmtvgT,Wakiso District,South Central
yApOnywci25,Entebbe National Referral Hospital,RTxq0C3ff1y,Entebbe Division A,aIahLLmtvgT,Wakiso District,South Central
HF4h4LLuAxr,Entebbe Public Medical Centre HC II,RTxq0C3ff1y,Entebbe Division A,aIahLLmtvgT,Wakiso District,South Central
s1VmGXPPQg5,Entebbe UVRI HC II,RTxq0C3ff1y,Entebbe Division A,aIahLLmtvgT,Wakiso District,South Central
VCwniB3nDWm,Ernest Cook Medical Centre,UjUroihV9AC,Wakiso Subcounty,aIahLLmtvgT,Wakiso District,South Central
aoFgQb4jPdF,Essential Care Medical Clinic,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,South Central
xyorcphmWmR,Evarina Childrens Care Clinic HC III,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,South Central
MERzfNQszzj,Expro Family Clinic HC III,h7rS7d8M2jI,Nansana Division,aIahLLmtvgT,Wakiso District,South Central
soboZQtNvkO,F.B.K Clinic HC III,z9UtbSArut7,Kyengera Town Council,aIahLLmtvgT,Wakiso District,South Central
tdbMP9y1wyF,Faith Health Care Centre HC III,gAYBU4aipnZ,Mende Subcounty,aIahLLmtvgT,Wakiso District,South Central
zGDu7T0C7e9,Faith Memorial Medical Centre HC III,Qplf7b6Ktzu,Nabweru Division,aIahLLmtvgT,Wakiso District,South Central
BVulRfStvvn,Faith Mulira Health Care Centre HC III,oyIJV2TSFLe,Kasangati Town Council,aIahLLmtvgT,Wakiso District,South Central
pTyAADC0eir,Falcon Medicare Services HC II,h7rS7d8M2jI,Nansana Division,aIahLLmtvgT,Wakiso District,South Central
qz33RgYgkLa,Family Care Clinic (Massajja) HC II,MmY9teDWcvb,Massajja Division,aIahLLmtvgT,Wakiso District,South Central
ezZNOr0FvGV,Family Care Hospital,oyIJV2TSFLe,Kasangati Town Council,aIahLLmtvgT,Wakiso District,South Central
aT0kHRzB9Co,Family Health Clinic (Masajja) HC II,MmY9teDWcvb,Massajja Division,aIahLLmtvgT,Wakiso District,South Central
qFakUoaVUWg,Family Hope Medical Centre (Nabweru) HC III,Qplf7b6Ktzu,Nabweru Division,aIahLLmtvgT,Wakiso District,South Central
p4QSmjklO4k,Family Medicare Clinic,h7rS7d8M2jI,Nansana Division,aIahLLmtvgT,Wakiso District,South Central
cmznNw9rCGc,Family Ortho Clinic Entre II,MmY9teDWcvb,Massajja Division,aIahLLmtvgT,Wakiso District,South Central
k407CKfDZb6,Family Ortho Clinic HC II,Qplf7b6Ktzu,Nabweru Division,aIahLLmtvgT,Wakiso District,South Central
GFG7FQ0abTx,Foh Medical Clinic HC III,h7rS7d8M2jI,Nansana Division,aIahLLmtvgT,Wakiso District,South Central
K56hypi6AUE,Francisca Medical Clinic HC III,AMGnRJ8vefc,Kakiri Town Council,aIahLLmtvgT,Wakiso District,South Central
meezZf7AkPu,Fridauce and Ssekubwa Medical Centre HC II,z9UtbSArut7,Kyengera Town Council,aIahLLmtvgT,Wakiso District,South Central
KQq08wg4OMm,Full Life Medical Clinic HC II,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,South Central
HpUGo6SQJIS,Galaxy Medical Clinic HC II,h7rS7d8M2jI,Nansana Division,aIahLLmtvgT,Wakiso District,South Central
TquhVTQP7DF,Gates Clinic HC II,l0LizWT16CQ,Kira Division,aIahLLmtvgT,Wakiso District,South Central
hsdeu6TtZyH,Gava Medical Clinic HC II,h7rS7d8M2jI,Nansana Division,aIahLLmtvgT,Wakiso District,South Central
sEohWjhJWMI,Gayaza Diagnostic Medical Centre HC III,oyIJV2TSFLe,Kasangati Town Council,aIahLLmtvgT,Wakiso District,South Central
za6c5EEAU5q,Gelbra Medical Clinic,h7rS7d8M2jI,Nansana Division,aIahLLmtvgT,Wakiso District,South Central
Ze1t4Y8t4TK,General Health Care HC II,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,South Central
Rs9KsjpvI2p,Geroba Domicilliary Clinic HC III,z9UtbSArut7,Kyengera Town Council,aIahLLmtvgT,Wakiso District,South Central
ZvoDqPb3GBA,Gerro Medical Clinic,h7rS7d8M2jI,Nansana Division,aIahLLmtvgT,Wakiso District,South Central
r8bqaOn7bDb,Gganda Clinic HC III,UjUroihV9AC,Wakiso Subcounty,aIahLLmtvgT,Wakiso District,South Central
qGOfTrxD1Ds,Ggangu Medical Centre HC II,MmY9teDWcvb,Massajja Division,aIahLLmtvgT,Wakiso District,South Central
aC6BO225r29,Ggwatiro Nursing Home Hospital,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,South Central
x92MQf0pXXy,Giant Medical Clinic HC II,UjUroihV9AC,Wakiso Subcounty,aIahLLmtvgT,Wakiso District,South Central
xkP5a32zch1,Gibmark Medical Centre HC II,l0LizWT16CQ,Kira Division,aIahLLmtvgT,Wakiso District,South Central
UCnkQuXLYIr,Gibwaka Medical Clinic,l0LizWT16CQ,Kira Division,aIahLLmtvgT,Wakiso District,South Central
iLJNBF80xLv,Gifted Hands Medical Clinic,h7rS7d8M2jI,Nansana Division,aIahLLmtvgT,Wakiso District,South Central
riDbwBZ44tV,Global Health & HIVAIDS Innitiative Uganda HC II,l0LizWT16CQ,Kira Division,aIahLLmtvgT,Wakiso District,South Central
mkQ4Pdf5uDd,Global Trust Medical Centre HC III,z9UtbSArut7,Kyengera Town Council,aIahLLmtvgT,Wakiso District,South Central
mLd8XeNTMKU,Glory Medical Clinic (Bunamwaya) HC II,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,South Central
gCf6ujkxSnd,God's Grace Clinic,h7rS7d8M2jI,Nansana Division,aIahLLmtvgT,Wakiso District,South Central
LhLbewziG2f,God's Mercy Clinic HC II,h7rS7d8M2jI,Nansana Division,aIahLLmtvgT,Wakiso District,South Central
TV4m5ykT0G0,Gods Will Medical Clinic,MmY9teDWcvb,Massajja Division,aIahLLmtvgT,Wakiso District,South Central
Whlo3VP1ViK,Golden Medical Clinic,z9UtbSArut7,Kyengera Town Council,aIahLLmtvgT,Wakiso District,South Central
OdisbvWKxC8,Gombe (Wakiso) HC II,awd0xy7yb1C,Gombe Division,aIahLLmtvgT,Wakiso District,South Central
YneHreQZJVV,Good Health Medical Clinic HC III,MmY9teDWcvb,Massajja Division,aIahLLmtvgT,Wakiso District,South Central
a9CJLWAKwVY,Good Hope HC II,RTxq0C3ff1y,Entebbe Division A,aIahLLmtvgT,Wakiso District,South Central
IVEcKopiyCP,Good Life Clinic Najjera,l0LizWT16CQ,Kira Division,aIahLLmtvgT,Wakiso District,South Central
bRcXa26c4de,Good Luck Medical Clinic HC II,o1TE46Mk0lW,Entebbe Division B,aIahLLmtvgT,Wakiso District,South Central
gZDTquB7ETt,Good Samaritan Medical Clinic (Kira) HC II,l0LizWT16CQ,Kira Division,aIahLLmtvgT,Wakiso District,South Central
HYSUuIkabEF,Good Shepherd Medical Clinic,h7rS7d8M2jI,Nansana Division,aIahLLmtvgT,Wakiso District,South Central
aVhCsDupB9X,Grace Clinic,Qplf7b6Ktzu,Nabweru Division,aIahLLmtvgT,Wakiso District,South Central
MQcEeQxu6CM,Grace Medical Clinic (Ndejje) HC II,WcTXblqtAB7,Ndejje Division,aIahLLmtvgT,Wakiso District,South Central
DUF2Qd4Evfh,Grade Clinic HC II,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,South Central
NtBs2IfYztR,Green Medical Centre HC III,MmY9teDWcvb,Massajja Division,aIahLLmtvgT,Wakiso District,South Central
ukQgL4w1YFj,Griella Medical Centre,h7rS7d8M2jI,Nansana Division,aIahLLmtvgT,Wakiso District,South Central
X9zYo7WGyOG,GV Medical Centre,l0LizWT16CQ,Kira Division,aIahLLmtvgT,Wakiso District,South Central
WY7fmUfJ48g,Hal-Pa General Clinic HC II,l0LizWT16CQ,Kira Division,aIahLLmtvgT,Wakiso District,South Central
cnqo6cGpZRd,Ham Medical Clinic (Bweyogerere) HC II,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,South Central
URQ1AXcEsSP,Hannah Medical Clinic,h7rS7d8M2jI,Nansana Division,aIahLLmtvgT,Wakiso District,South Central
WmCSdgvSjcT,Harold Poly Clinic HC III,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,South Central
P2Bs3mTcqHT,Havana Medical Clinic HC II,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,South Central
yTm8tdsMtss,He Cares Medical and Lab HC III,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,South Central
Jc8DWb2FrCO,Health First Centre Clinic HC II,UjUroihV9AC,Wakiso Subcounty,aIahLLmtvgT,Wakiso District,South Central
BtIXs83TAPF,Health Net Medical Clinic HC II,oyIJV2TSFLe,Kasangati Town Council,aIahLLmtvgT,Wakiso District,South Central
dLXyDcRDNJm,Health Net Medical Clinic II,oyIJV2TSFLe,Kasangati Town Council,aIahLLmtvgT,Wakiso District,South Central
u3SLVGPpWI8,Henrob Family Clinic HC IV,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,South Central
Aw0BQqbf0Sf,Herna Medical Clinic HC II,h7rS7d8M2jI,Nansana Division,aIahLLmtvgT,Wakiso District,South Central
aA83SCEbTMx,Herpet Medical Centre Clinic,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,South Central
zwb8fZX8t9n,His Grace Medical Clinic HC II,h7rS7d8M2jI,Nansana Division,aIahLLmtvgT,Wakiso District,South Central
g19wJ2hJuwv,His Touch Maternity Home HC III,UjUroihV9AC,Wakiso Subcounty,aIahLLmtvgT,Wakiso District,South Central
RADTqtjvhVC,Holy Family Clinic (Masajja) HC II,MmY9teDWcvb,Massajja Division,aIahLLmtvgT,Wakiso District,South Central
qAHR0fRuBVK,Holy Trinity Medical Centre HC III,AMGnRJ8vefc,Kakiri Town Council,aIahLLmtvgT,Wakiso District,South Central
uWwO5CRBG61,Home Land Orthopaedic Clinic,Qplf7b6Ktzu,Nabweru Division,aIahLLmtvgT,Wakiso District,South Central
l12WVX1mLGY,Hope Medical Care,MmY9teDWcvb,Massajja Division,aIahLLmtvgT,Wakiso District,South Central
vQadMvAo4V5,Hope Medical Centre Kitukutwe HC II,l0LizWT16CQ,Kira Division,aIahLLmtvgT,Wakiso District,South Central
wwZIuQZ33Hy,Hope Medical Clinic (Nabweru) HC II,Qplf7b6Ktzu,Nabweru Division,aIahLLmtvgT,Wakiso District,South Central
A0KeWapELXA,Ht Medical Clinic HC II,MmY9teDWcvb,Massajja Division,aIahLLmtvgT,Wakiso District,South Central
lEpbJg4du2d,Icon Medical Centre,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,South Central
XJR6YgkWSyU,Imc Entebbe HC II,RTxq0C3ff1y,Entebbe Division A,aIahLLmtvgT,Wakiso District,South Central
Y2Sy4LLLweE,Imran Orthopaedic Clinic,h7rS7d8M2jI,Nansana Division,aIahLLmtvgT,Wakiso District,South Central
FPUiq7usi9C,Interncom Health Care HC II,WcTXblqtAB7,Ndejje Division,aIahLLmtvgT,Wakiso District,South Central
I9tmZdU2Yh5,J & B Clinic HC II,Qplf7b6Ktzu,Nabweru Division,aIahLLmtvgT,Wakiso District,South Central
oeAl4pvVQJ6,J.S Medical Clinic Kazo HC II,h7rS7d8M2jI,Nansana Division,aIahLLmtvgT,Wakiso District,South Central
TxcbN10jbh4,Jammland Eye Clinic,l0LizWT16CQ,Kira Division,aIahLLmtvgT,Wakiso District,South Central
JraJg0eMnqk,Japhine Medicines Point Clinic HC II,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,South Central
y19hhLtQvvl,Jaro Hospital,H28DnZymL0Q,Namugongo Division,aIahLLmtvgT,Wakiso District,South Central
oVbW1wyDLmu,Jethro Medical Centre,h7rS7d8M2jI,Nansana Division,aIahLLmtvgT,Wakiso District,South Central
SjzWW3WDYxd,Jili Medical Centre,UOGlWhl35aX,Kakiri Subcounty,aIahLLmtvgT,Wakiso District,South Central
RfaCkM6A2b9,Jinja Karoli HC II,Qplf7b6Ktzu,Nabweru Division,aIahLLmtvgT,Wakiso District,South Central
mfPV8jsUnyy,Jjanda HC III,l0LizWT16CQ,Kira Division,aIahLLmtvgT,Wakiso District,South Central
hp0xVxO4UDE,Joda Clinic HC II,h7rS7d8M2jI,Nansana Division,aIahLLmtvgT,Wakiso District,South Central
mPDhwB6a3EU,Joelline Domicilliary Clinic HC III,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,South Central
CVoWcUh5ZPP,Joint Clinical Research Center (JCRC) HC IV,WcTXblqtAB7,Ndejje Division,aIahLLmtvgT,Wakiso District,South Central
SFN4aFGxuGb,Joint Medical Clinic HC II,seX0YUndHIx,Kajjansi Town Council,aIahLLmtvgT,Wakiso District,South Central
SfjWUhxhnsZ,Jojo Dental Clinic HC II,h7rS7d8M2jI,Nansana Division,aIahLLmtvgT,Wakiso District,South Central
a7DOzX5lSym,Jokasy Clinic HC II,awd0xy7yb1C,Gombe Division,aIahLLmtvgT,Wakiso District,South Central
HUTu4enSK7E,Jordan Medical Centre (Masajja) HC II,MmY9teDWcvb,Massajja Division,aIahLLmtvgT,Wakiso District,South Central
oR7VphxqtxB,Jordan Medical Clinic,Qplf7b6Ktzu,Nabweru Division,aIahLLmtvgT,Wakiso District,South Central
IrIouAaiMk2,Jordan Medical Clinic (Kakiri) HC II,AMGnRJ8vefc,Kakiri Town Council,aIahLLmtvgT,Wakiso District,South Central
lMkYTKRycpz,Josiah Medical Clinic HC II,Qplf7b6Ktzu,Nabweru Division,aIahLLmtvgT,Wakiso District,South Central
HPJuxNomAHx,Jovans Clinic HC II,UjUroihV9AC,Wakiso Subcounty,aIahLLmtvgT,Wakiso District,South Central
X0ipYKiBj3g,Joy Heart HC II,RTxq0C3ff1y,Entebbe Division A,aIahLLmtvgT,Wakiso District,South Central
fd7Q9jJt871,Joy Lubowa Medical Clinic,MmY9teDWcvb,Massajja Division,aIahLLmtvgT,Wakiso District,South Central
nazC297xJqS,Joy Medical Centre Health Cenre II,L4bNeaH542W,Kasanje Subcounty,aIahLLmtvgT,Wakiso District,South Central
WM7DkJVBA1Q,Joy Medical Clinic,Qplf7b6Ktzu,Nabweru Division,aIahLLmtvgT,Wakiso District,South Central
PVR2bkB7wbL,Jubilee Medical Clinic (Nansana) HC II,h7rS7d8M2jI,Nansana Division,aIahLLmtvgT,Wakiso District,South Central
t8GLkedBia2,Jussy Domicilliary Clinic HC III,UjUroihV9AC,Wakiso Subcounty,aIahLLmtvgT,Wakiso District,South Central
msBjxnOugrZ,K & V Medical Care HC II,Qplf7b6Ktzu,Nabweru Division,aIahLLmtvgT,Wakiso District,South Central
UIdMewJ4AXD,K.T Medical Clinic HC II,l0LizWT16CQ,Kira Division,aIahLLmtvgT,Wakiso District,South Central
CWamWxvYUWQ,Kabubbu HC IV,oyIJV2TSFLe,Kasangati Town Council,aIahLLmtvgT,Wakiso District,South Central
z0OlO13iaOl,Kabulindwa Medical Clinic,l0LizWT16CQ,Kira Division,aIahLLmtvgT,Wakiso District,South Central
WKqRwWbwjaA,Kajjansi Clays HC II,seX0YUndHIx,Kajjansi Town Council,aIahLLmtvgT,Wakiso District,South Central
DPRgzXMkh9U,Kajjansi HC IV,seX0YUndHIx,Kajjansi Town Council,aIahLLmtvgT,Wakiso District,South Central
EAr7pVCRxF3,Kakiri HC III,AMGnRJ8vefc,Kakiri Town Council,aIahLLmtvgT,Wakiso District,South Central
n1Dhl0h1ftt,Kamuli Medical Clinic HC II,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,South Central
Hw8k5zor4Yy,Kanzize - Kyondo HC II,KDXoiPpllM7,Masuliita Town Council,aIahLLmtvgT,Wakiso District,South Central
iC0PBy2JJ9b,Kasambira Health Clinic,MmY9teDWcvb,Massajja Division,aIahLLmtvgT,Wakiso District,South Central
a4SedC8Ix2O,Kasangati HC IV,oyIJV2TSFLe,Kasangati Town Council,aIahLLmtvgT,Wakiso District,South Central
QFOa8qB40AG,Kasangati Prisons HC II,oyIJV2TSFLe,Kasangati Town Council,aIahLLmtvgT,Wakiso District,South Central
srSDFLCcrSi,Kasanje HC III,L4bNeaH542W,Kasanje Subcounty,aIahLLmtvgT,Wakiso District,South Central
fGN8t72bvbv,Kasanje Prison Clinic,L4bNeaH542W,Kasanje Subcounty,aIahLLmtvgT,Wakiso District,South Central
tX9av6uDVox,Kasenge HC II,z9UtbSArut7,Kyengera Town Council,aIahLLmtvgT,Wakiso District,South Central
vV7C6Z6nEbZ,Kasoozo HC II,UOGlWhl35aX,Kakiri Subcounty,aIahLLmtvgT,Wakiso District,South Central
XjwZ7sS7pAB,Katabi HC III,RTxq0C3ff1y,Entebbe Division A,aIahLLmtvgT,Wakiso District,South Central
FMhE2V9s2bo,Katabi Military HC III,RTxq0C3ff1y,Entebbe Division A,aIahLLmtvgT,Wakiso District,South Central
twLLRoXrJK4,Kavic Medical Centre,h7rS7d8M2jI,Nansana Division,aIahLLmtvgT,Wakiso District,South Central
avZWtMODscD,Kawanda HC III,Qplf7b6Ktzu,Nabweru Division,aIahLLmtvgT,Wakiso District,South Central
n6uXSCmHfgW,Kawanda Medical Centre HC III,Qplf7b6Ktzu,Nabweru Division,aIahLLmtvgT,Wakiso District,South Central
xCzPoUI3u5K,Kawuku Medical Centre HC III,nLs3FmRSZhO,Katabi Town Council,aIahLLmtvgT,Wakiso District,South Central
Vp2cfAQGNso,Kayunga Community Health Centre HC II,PaitbhdeU8f,Wakiso Town Council,aIahLLmtvgT,Wakiso District,South Central
frq8L51tfEO,Kazuri HC II,o1TE46Mk0lW,Entebbe Division B,aIahLLmtvgT,Wakiso District,South Central
XoFL7XGXuku,Kerp Clinic,UOGlWhl35aX,Kakiri Subcounty,aIahLLmtvgT,Wakiso District,South Central
J8tnvCpD9CD,Khalif Medical Clinic HC II,RTxq0C3ff1y,Entebbe Division A,aIahLLmtvgT,Wakiso District,South Central
URiJPxAQMt2,Kibiri Medical Centre HC III,MmY9teDWcvb,Massajja Division,aIahLLmtvgT,Wakiso District,South Central
WGf77pZY6CD,Kibujjo HC II,lQYgbIyb32L,Namayumba Subcounty,aIahLLmtvgT,Wakiso District,South Central
c1UYAtAxZEb,Kids Of Africa HC II,RTxq0C3ff1y,Entebbe Division A,aIahLLmtvgT,Wakiso District,South Central
sDpwzg8daPO,Kifad Medical Clinic HC II,gAYBU4aipnZ,Mende Subcounty,aIahLLmtvgT,Wakiso District,South Central
nS7m8RZLSNc,Kigo Main Prisons HC III,WcTXblqtAB7,Ndejje Division,aIahLLmtvgT,Wakiso District,South Central
Cmbq9SjsCCv,Kigo Womens Prisons HC II,WcTXblqtAB7,Ndejje Division,aIahLLmtvgT,Wakiso District,South Central
MeFxWKBORKq,Kigungu HC III,o1TE46Mk0lW,Entebbe Division B,aIahLLmtvgT,Wakiso District,South Central
dsQJ8V4nITj,Kikaaya Health Centre HC II,UjUroihV9AC,Wakiso Subcounty,aIahLLmtvgT,Wakiso District,South Central
ahEbGTTY508,Kikajjo Health Services & Lab HC III,z9UtbSArut7,Kyengera Town Council,aIahLLmtvgT,Wakiso District,South Central
TtPRr5VZ421,Kikajjo Maternity Centre HC III,z9UtbSArut7,Kyengera Town Council,aIahLLmtvgT,Wakiso District,South Central
xMoBB3hrvwm,Kikambo Medical Centre HC III,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,South Central
bkdrUe9HAJ5,Kims Medicare Africa,h7rS7d8M2jI,Nansana Division,aIahLLmtvgT,Wakiso District,South Central
a2ni5Mkycdn,Kimwanyi HC II,l0LizWT16CQ,Kira Division,aIahLLmtvgT,Wakiso District,South Central
eBR8mJRUd2N,King Fahad Medical Clinic,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,South Central
zRYnr63lSIz,Kinnyabigo Clinic,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,South Central
I2O4ZRrmyQN,Kira HC III,l0LizWT16CQ,Kira Division,aIahLLmtvgT,Wakiso District,South Central
Xy68nw811b4,Kirabo General Clinic,h7rS7d8M2jI,Nansana Division,aIahLLmtvgT,Wakiso District,South Central
er2Qm0UZyxT,Kireka Dispensary HC III,H28DnZymL0Q,Namugongo Division,aIahLLmtvgT,Wakiso District,South Central
MXTRYmtJtlC,Kireka HC II,H28DnZymL0Q,Namugongo Division,aIahLLmtvgT,Wakiso District,South Central
IpSESHGR0GM,Kireka Medical Centre HC III,H28DnZymL0Q,Namugongo Division,aIahLLmtvgT,Wakiso District,South Central
NhWsNz3SWdY,Kireka Medical Clinic,H28DnZymL0Q,Namugongo Division,aIahLLmtvgT,Wakiso District,South Central
ziRKF2GJeEU,Kireka SDA HC III,H28DnZymL0Q,Namugongo Division,aIahLLmtvgT,Wakiso District,South Central
lfCP5in3t6p,Kirinya (Bweyogerere) HC II,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,South Central
hkHGeUo9vHV,Kisa Health Care Clinic HC II,a3qYnKHnulG,Busukuma Subcounty,aIahLLmtvgT,Wakiso District,South Central
A8wuDLj3rrh,Kisakye Domicilliary Clinic HC III,MmY9teDWcvb,Massajja Division,aIahLLmtvgT,Wakiso District,South Central
QPnhOODCL2G,Kisakye Medical Clinic (Nansana) HC II,h7rS7d8M2jI,Nansana Division,aIahLLmtvgT,Wakiso District,South Central
z8DNf0gRTuF,Kisakye Medical Clinic Kyaliwajjala HC II,l0LizWT16CQ,Kira Division,aIahLLmtvgT,Wakiso District,South Central
qLLYEE7sCnd,Kisubi Hospital,nLs3FmRSZhO,Katabi Town Council,aIahLLmtvgT,Wakiso District,South Central
idF5Y57Ula8,Kitala  Prison HC II,nLs3FmRSZhO,Katabi Town Council,aIahLLmtvgT,Wakiso District,South Central
ZppfQ4q1PFg,Kitala HC II,nLs3FmRSZhO,Katabi Town Council,aIahLLmtvgT,Wakiso District,South Central
jM0QE9Wtu6L,Kitalya Prisons HC II,lQYgbIyb32L,Namayumba Subcounty,aIahLLmtvgT,Wakiso District,South Central
E1YAlqzJhvz,Kitemu Medical Centre HC II,z9UtbSArut7,Kyengera Town Council,aIahLLmtvgT,Wakiso District,South Central
DglUstc0iGP,Kitibwa Medical Clinic,h7rS7d8M2jI,Nansana Division,aIahLLmtvgT,Wakiso District,South Central
GXm2FPnZqfB,Kitooro HC III,o1TE46Mk0lW,Entebbe Division B,aIahLLmtvgT,Wakiso District,South Central
BzFOI8BjIMz,Kiziba Catholic/Kiziba St. Ulrika HC III,KDXoiPpllM7,Masuliita Town Council,aIahLLmtvgT,Wakiso District,South Central
gCobOTnUj2H,Kiziba HC III,KDXoiPpllM7,Masuliita Town Council,aIahLLmtvgT,Wakiso District,South Central
rSpfy4jD6lH,Kjk Health Centre,MmY9teDWcvb,Massajja Division,aIahLLmtvgT,Wakiso District,South Central
oCqkp79fHNG,Kugumikiriza Domicilliary Clinic HC III,awd0xy7yb1C,Gombe Division,aIahLLmtvgT,Wakiso District,South Central
kNuUQjakycb,Kuteesa General Clinic HC II,MmY9teDWcvb,Massajja Division,aIahLLmtvgT,Wakiso District,South Central
OY8M4ldDjpX,Kwagala Care Clinic HC II,Qplf7b6Ktzu,Nabweru Division,aIahLLmtvgT,Wakiso District,South Central
eCyFK7Yp6W1,Kwagala Medical Centre (Wakiso) HC II,UjUroihV9AC,Wakiso Subcounty,aIahLLmtvgT,Wakiso District,South Central
PPycqcd3beA,Kwagala Medical Clinic (Mende) HC II,gAYBU4aipnZ,Mende Subcounty,aIahLLmtvgT,Wakiso District,South Central
fcDhbacTlHm,Kwam Medicare Centre HC II,seX0YUndHIx,Kajjansi Town Council,aIahLLmtvgT,Wakiso District,South Central
FuLj3jSaz9D,Kyanja Medical Clinic HC II,AMGnRJ8vefc,Kakiri Town Council,aIahLLmtvgT,Wakiso District,South Central
LD6a5BtbBcN,Kyebando Doctors Clinic HC II,UjUroihV9AC,Wakiso Subcounty,aIahLLmtvgT,Wakiso District,South Central
DKkXEo4zUy7,Kyebando Nursing Home HC III,UjUroihV9AC,Wakiso Subcounty,aIahLLmtvgT,Wakiso District,South Central
avaBAqrl0Df,Kyengera HC III,z9UtbSArut7,Kyengera Town Council,aIahLLmtvgT,Wakiso District,South Central
adP0T5wGv6D,Kyengera Nursing Home Clinic,z9UtbSArut7,Kyengera Town Council,aIahLLmtvgT,Wakiso District,South Central
WXWk3uwBplM,Kyengera Treatment Centre HC III,z9UtbSArut7,Kyengera Town Council,aIahLLmtvgT,Wakiso District,South Central
FqWVV6B3ZmB,Kyengeza HC II,JXMBQgVmU19,Masuliita Subcounty,aIahLLmtvgT,Wakiso District,South Central
eOfvfLs052N,L & A Medical Centre,h7rS7d8M2jI,Nansana Division,aIahLLmtvgT,Wakiso District,South Central
ptxlYr62NSB,Labian Medical Centre HC II,WcTXblqtAB7,Ndejje Division,aIahLLmtvgT,Wakiso District,South Central
RSm0frcjORw,Lavendar Medical Clinic,h7rS7d8M2jI,Nansana Division,aIahLLmtvgT,Wakiso District,South Central
fx2DCieN3Bc,Le Memorial Medical Services Hospital,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,South Central
BZ5oNwnyju6,Let Thy Will Clinic HC II,MmY9teDWcvb,Massajja Division,aIahLLmtvgT,Wakiso District,South Central
AxiUAru5x46,Liberty Clinic (Massajja) HC II,MmY9teDWcvb,Massajja Division,aIahLLmtvgT,Wakiso District,South Central
kENm07BclW8,Life Care Centre HC II,awd0xy7yb1C,Gombe Division,aIahLLmtvgT,Wakiso District,South Central
iLBk7UOu56E,Life Care Clinic (Kyebando) HC II,UjUroihV9AC,Wakiso Subcounty,aIahLLmtvgT,Wakiso District,South Central
Nn09FXOtWqN,Life Care Domicilliary Clinic HC III,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,South Central
